アンゴラ,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Flag_of_Angola.svg/130px-Flag_of_Angola.svg.png,https://ja.wikipedia.org/wiki/アンゴラ,",○○○共和国（○○○きょうわこく、ポルトガル語: República de Angola）、通称○○○は、アフリカ南西部にある共和制国家。東はザンビア、南はナミビア、北はコンゴ民主共和国と国境を接し、西は大西洋に面する。コンゴ民主共和国を挟んで飛地のカビンダが存在し、同地の北はコンゴ共和国と接する。首都は大西洋岸のルアンダである。\n,○○○は中部アフリカならび南部アフリカに位置する[注釈 1]。現在の○○○には旧石器時代から人間が住んでいた事が判明している[3] 。アフリカ大陸においては国土面積が7位の規模を誇る国家であり、ルゾフォニアにおいては総面積と人口の両方で2番目に大きい国家といわれる[注釈 2]。\n,",,,,,,,,,,,,,,,,,,,,,
アンティグア・バーブーダ,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Antigua_and_Barbuda.svg/130px-Flag_of_Antigua_and_Barbuda.svg.png,https://ja.wikipedia.org/wiki/アンティグア・バーブーダ,",○○○（英語: Antigua and Barbuda）は、カリブ海東部の小アンティル諸島にある島国。アンティグア島、バーブーダ島、レドンダ島を領土とする。首都はセントジョンズ。人口は約9.9万人。\n,イギリス連邦加盟国であり、英連邦王国の一国である。\n,",,,,,,,,,,,,,,,,,,,,,
アンドラ,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Andorra.svg/127px-Flag_of_Andorra.svg.png,https://ja.wikipedia.org/wiki/アンドラ,",○○○公国（○○○こうこく）、通称○○○は、ヨーロッパ西部のピレネー山脈中に位置する立憲君主制国家。首都は○○○・ラ・ベリャ。\n,フランスとスペインに挟まれたピレネー山脈中にあり、歴史的理由によりフランス大統領とカタルーニャ（ラ・セウ・ドゥルジェイ）のウルヘル司教の2名による共同公（カタルーニャ語版、英語版）を元首とするミニ国家である。\n,",,,,,,,,,,,,,,,,,,,,,
イエメン,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/130px-Flag_of_Yemen.svg.png,https://ja.wikipedia.org/wiki/イエメン,",○○○共和国（○○○きょうわこく、アラビア語: الجمهورية اليمنية\u200e）、通称○○○は、中東の共和制国家である[3][4]。アラビア半島南端部に位置し、インド洋上の島々の一部も領有している。首都はサナア[3]。\n,'正式名称は、الجُمْهُوْرِيَّةُ اليَمَنِيَّة（ラテン文字転写は、al-Jumhūrīya al-Yamanīya）。アラビア語略称はاليَمَن（al-Yaman, アル＝ヤマン）。\n公式の英語表記は、Republic of Yemen。通称Yemen。国民・形容詞ともYemeni。\n',",,,,,,,,,,,,,,,,,,,,,
イギリス,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_the_United_Kingdom_%283-5%29.svg/150px-Flag_of_the_United_Kingdom_%283-5%29.svg.png,https://ja.wikipedia.org/wiki/イギリス,",グレートブリテン及び北アイルランド連合王国（グレートブリテンおよびきたアイルランドれんごうおうこく、英語: United Kingdom of Great Britain and Northern Ireland、英語略称: United Kingdom、UK、Britain[1]）、通称○○○は、ヨーロッパ大陸北西岸に位置し、グレートブリテン島、アイルランド島北東部その他多くの島々から成る立憲君主制国家。首都はロンドン。日本語における通称の一例として、英国（えいこく）がある（#国名を参照）。\n,イングランド、ウェールズ、スコットランド、北アイルランドという歴史的経緯に基づく4つのカントリー（「国」）が、同君連合型の単一主権国家を形成している[2]。また、2020年1月31日まで欧州連合（略称：EU）に属していたが離脱した （ブレグジットを参照）。○○○は国際連合安全保障理事会常任理事国であり、G7・G20に参加する先進国である[3]。また、経済協力開発機構、北大西洋条約機構、欧州評議会の原加盟国である[4][5][6]。\n,",,,,,,,,,,,,,,,,,,,,,
イスラエル,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Flag_of_Israel.svg/124px-Flag_of_Israel.svg.png,https://ja.wikipedia.org/wiki/イスラエル,",""○○○国（○○○こく、ヘブライ語:,מְדִינַת,יִשְׂרָאֵל\u200e,\xa0Medīnat,'Yisrā''el、アラビア語:',دَوْلَة,إِسْرَائِيل\u200e,dawlat,ʔisraːˈʔiːl,、英語:,State,of,Israel\xa0:,ˈɪzrɪəl,ˈɪzreɪəl,\xa0(,音声ファイル)）、通称○○○（ヘブライ語:,יִשְׂרָאֵל\u200e）は、西アジアに位置する共和制国家。北はレバノン、北東はシリア、東はヨルダン、パレスチナ国のヨルダン川西岸地区、西はパレスチナ国のガザ地区,10,、南西はエジプトと国境を接している。\n"",○○○国の「事実上の首都」はテルアビブ[11]。一方、○○○国の基本法であるエルサレム基本法によると、○○○国の「名目上の首都」はエルサレムである。しかし、エルサレムに対する○○○国の主権は、国際的には限定的にしか認められていない[12][13][14][15]。\n,",,
イタリア,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Flag_of_Italy.svg/130px-Flag_of_Italy.svg.png,https://ja.wikipedia.org/wiki/イタリア,",○○○共和国（○○○きょうわこく、○○○語: Repubblica Italiana）、通称○○○（伊: Italia）は、南ヨーロッパに位置する共和制国家。首都はローマ。 北はスイスとオーストリア、西はフランス、 東はスロベニアと国境を接している。南は地中海に囲まれており、アルバニア、アルジェリア、クロアチア、ギリシャ、リビア、マルタ、モンテネグロ、スペイン、チュニジアと海上境界線（英語版）を共有している。また、国土には独立国であるバチカン市国とサンマリノ共和国が存在している。\n,○○○はヨーロッパにおける古代文化の発祥地の一つとして知られ、同時に世界的な文化大国の一国に数えられている。文化・学問・宗教で歴史的に影響力を発揮しており、バチカン市国を首都ローマの領域内に事実上保護し、レオナルド・ダ・ヴィンチやガリレオ、ミケランジェロ、コロンブス、マキャヴェリといった偉人たちの故国でもある。かつてのローマ帝国の中枢となる地域であり、またルネサンスやリソルジメントなどの幾つかの世界史的事象の主要な舞台となった。\n,",,,,,,,,,,,,,,,,,,,,,
イラク,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Iraq.svg/130px-Flag_of_Iraq.svg.png,https://ja.wikipedia.org/wiki/イラク,",'○○○共和国（○○○きょうわこく、アラビア語: جمهورية العراق\u200e、クルド語: كۆماری عێراق, Komarî Êraq）、通称○○○は、中東に位置する連邦共和制国家である。首都はバグダードで、サウジアラビア、クウェート、シリア、トルコ、イラン、ヨルダンと隣接する。古代メソポタミア文明を擁した土地にあり、世界第5位の原油埋蔵国である[5]。\n',チグリス川とユーフラテス川流域を中心とする世界最古の文明メソポタミア文明（シュメール文明）を擁した地である[6]。8世紀のアッバース朝は首都を○○○のバグダードに置き[6]、貿易やイスラム教の中心地として栄えた[7]。アッバース朝衰退後の10世紀からは異民族支配を受け、16世紀からはオスマン帝国の属州となった[7]。第一次世界大戦でイギリス軍に占領され、戦後イギリス委任統治領メソポタミアとなった[6]。1932年に独立王国となり、1958年の軍部クーデター「7月14日革命」で共和制になった[8]。その後もクーデターが相次ぎ、1979年からサダム・フセインの独裁体制となった。クルド人自治問題、イラン・○○○戦争や湾岸戦争の敗北、経済制裁などの難問に強権で対処したが、2003年に米英軍の攻撃を受け、政権は崩壊[7]。2005年10月に国民投票によって新憲法が承認され[6]、以降、民主選挙による政府が樹立された[9]。しばらく治安対策や復興支援のために米軍駐留が続いたが、2011年に米軍が撤収した[6]。\n,",,,,,,,,,,,,,,,,,,,,,
イラン,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Flag_of_Iran.svg/140px-Flag_of_Iran.svg.png,https://ja.wikipedia.org/wiki/イラン,",○○○・イスラム共和国（○○○・イスラムきょうわこく、ペルシア語: جمهوری اسلامی ایران\u200e）、通称○○○は、アジア・中東に位置するイスラム共和制国家。首都はテヘラン。\n,北西にアルメニアとアゼルバイジャン、北にカスピ海、北東にトルクメニスタン、東にアフガニスタンとパキスタン、南にペルシア湾とオマーン湾、西にトルコ、イラク（クルディスタン）と境を接する。また、ペルシア湾を挟んでクウェート、サウジアラビア、バーレーン、カタール、アラブ首長国連邦に、オマーン湾を挟んでオマーンに面する。ペルシア、ペルシャともいう。公用語はペルシア語。\n,",,,,,,,,,,,,,,,,,,,,,
インド,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_India.svg/130px-Flag_of_India.svg.png,https://ja.wikipedia.org/wiki/インド,",○○○（ヒンディー語: भारत、英語: India）[注釈 2] または○○○共和国（○○○きょうわこく、ヒンディー語: भारत गणराज्य、英語: Republic of India）[注釈 3] は[3]、南アジアに位置し、○○○亜大陸の大半を領して○○○洋に面する連邦共和制国家。首都はデリー（ニューデリー）[3]、最大都市はムンバイ[4]。\n,西から時計回りにパキスタン、中華人民共和国、ネパール、ブータン、ミャンマー、バングラデシュと国境を接する[5]。海を挟んで○○○本土がスリランカやモルディブと、○○○洋東部のアンダマン・ニコバル諸島が○○○ネシアやタイ南部、マレーシアに近接している。\n,",,,,,,,,,,,,,,,,,,,,,
インドネシア,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Indonesia.svg/130px-Flag_of_Indonesia.svg.png,https://ja.wikipedia.org/wiki/インドネシア,",○○○共和国（○○○きょうわこく、○○○語: Republik Indonesia）、通称○○○は、東南アジア南部に位置する共和制国家である。首都はジャカルタ。5110キロメートルと東西に非常に長く連り、赤道にまたがる地域に1万7000を超える島嶼を抱える、世界最大の群島国家である[4][5]。\n,島嶼国家であるため、その広大な領域に対して陸上の国境線で面しているのは、ティモール島における東ティモール、カリマンタン島（ボルネオ島）におけるマレーシア、ニューギニア島におけるパプアニューギニアの3国だけである。海を隔てて近接している国家は、パラオ、インド（アンダマン・ニコバル諸島）、フィリピン、シンガポール、オーストラリアなど。南シナ海南部にある○○○領ナトゥナ諸島はインドシナ半島や領有権主張が競合するスプラトリー諸島と向かい合う[6]。  \n,",,,,,,,,,,,,,,,,,,,,,
ウガンダ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/130px-Flag_of_Uganda.svg.png,https://ja.wikipedia.org/wiki/ウガンダ,",'座標: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct,.mw-parser-output .geo-inline-hidden{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯1度 東経32度\ufeff / \ufeff北緯1度 東経32度\ufeff / 1; 32\n',○○○共和国（○○○きょうわこく、英語: Republic of Uganda、スワヒリ語: Jamhuri ya Uganda）、通称○○○は、東アフリカに位置する共和制国家で、イギリス連邦加盟国である。東にケニア、南にタンザニア、南西にルワンダ、西にコンゴ民主共和国、北に南スーダンとの国境に囲まれた内陸国である。首都はカンパラ。\n,",,,,,,,,,,,,,,,,,,,,,
ウクライナ,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/130px-Flag_of_Ukraine.svg.png,https://ja.wikipedia.org/wiki/ウクライナ,",○○○（○○○語: Україна、[ʊkrɐˈjinɐ]\xa0( 音声ファイル)、英語: Ukraine[4]）は、東ヨーロッパに位置する共和制国家。首都はキーウ。東はロシア連邦、北はベラルーシ、西はポーランド、スロバキア、ハンガリー、西南はルーマニア、モルドバと国境を接しており、南は黒海に面し、トルコなどと向かい合う。\n,人口は、2021年時点で約4159万人（ロシア支配下のクリミア半島を除く）[4]で、ヨーロッパで7番目に人口の多い国である。\n,",,,,,,,,,,,,,,,,,,,,,
ウズベキスタン,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Uzbekistan.svg/150px-Flag_of_Uzbekistan.svg.png,https://ja.wikipedia.org/wiki/ウズベキスタン,",○○○共和国（○○○きょうわこく、ウズベク語: Oʻzbekiston Respublikasi）、通称○○○は、中央アジアに位置する共和制国家。中央アジアの二重内陸国であり、北はカザフスタン、北東はキルギス、南東はタジキスタン、南はアフガニスタン、南西はトルクメニスタンが存在する。首都はタシュケントで、最大の都市でもある。\n,○○○はテュルク語圏の一部であり、テュルク評議会、テュルク文化国際機関、テュルク語圏諸国議会（英語版）のメンバーでもある。国連、WTO、CIS、上海協力機構（SCO）、ユーラシア経済連合、CSTO、OSCE、イスラム協力機構などの国際機関に加盟している。\n,",,,,,,,,,,,,,,,,,,,,,
ウルグアイ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Uruguay.svg/130px-Flag_of_Uruguay.svg.png,https://ja.wikipedia.org/wiki/ウルグアイ,",○○○東方共和国（○○○とうほうきょうわこく、スペイン語: República Oriental del Uruguay）、通称○○○は、南アメリカ南東部に位置する共和制国家である。首都はモンテビデオ。北と東にブラジルと、西にアルゼンチンと国境を接しており、南は大西洋に面している。スリナムに続いて南アメリカ大陸で二番目に面積が小さい国であり、コーノ・スールの一部を占める。\n,正式名称はスペイン語で、República Oriental del Uruguay（レプブリカ・オリエンタル・デル・○○○）。通称、Uruguay [uɾuˈɣwai̯]\xa0( 音声ファイル)。\n,",,,,,,,,,,,,,,,,,,,,,
エクアドル,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Flag_of_Ecuador.svg/130px-Flag_of_Ecuador.svg.png,https://ja.wikipedia.org/wiki/エクアドル,",'○○○共和国（○○○きょうわこく、（スペイン語: República del Ecuador）、通称○○○は、南アメリカ大陸北西部に位置する共和制国家。北にコロンビア、東と南にペルーと国境を接し、西は太平洋に面する。本土から西に1,000キロメートルほど離れたところにガラパゴス諸島（スペイン語ではコロン諸島:Archipiélago de Colón）を領有する。首都はキトで、最大の都市はグアヤキルである。なお、国名の○○○はスペイン語で「赤道」を意味する[3]。\n',正式名称はスペイン語でRepública del Ecuador。通称Ecuador [ekwaˈðor]。\n,",,,,,,,,,,,,,,,,,,,,,
エジプト,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Egypt.svg/130px-Flag_of_Egypt.svg.png,https://ja.wikipedia.org/wiki/エジプト,",○○○・アラブ共和国（○○○・アラブきょうわこく、アラビア語:  جُمْهُورِيَّة مِصْرَ العَرَبِيَّة\u200e）、通称：○○○（アラビア語: مِصْرُ\u200e）は、中東および北アフリカに位置する共和制国家。首都はカイロ。\n,アフリカ大陸では北東端に位置し、西にリビア、南にスーダン、北東のシナイ半島ではイスラエル、パレスチナ国・ガザ地区と国境を接する。北部は地中海、東部は紅海に面している。\n,",,,,,,,,,,,,,,,,,,,,,
エストニア,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Flag_of_Estonia.svg/130px-Flag_of_Estonia.svg.png,https://ja.wikipedia.org/wiki/エストニア,",○○○共和国（○○○きょうわこく、○○○語: Eesti Vabariik）、通称○○○（○○○語: Eesti）は、北ヨーロッパの共和制国家[3]。首都はタリン。人口約136万人。EU、NATO加盟国。通貨はユーロ。フィンランド、ラトビア、リトアニアなどとともにバルト海東岸に位置する国のひとつである。国境は、南はラトビア、東はロシアと接する。北はフィンランド湾を挟みフィンランドと、西はバルト海を挟みスウェーデンと相対している。バルト三国の中では最も北に位置する。\n,フィンランド、ロシアとともにフィンランド湾に面する3つの国のひとつで、フィンランドから湾を挟み約90キロメートル南に位置する[注釈 1]。面積は日本の九州本島の1.23倍[注釈 2]。地形は平坦で国土の最高標高は318メートル[注釈 3]。国連の分類では北ヨーロッパの国である[注釈 4]。\n,",,,,,,,,,,,,,,,,,,,,,
エスワティニ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Flag_of_Eswatini.svg/130px-Flag_of_Eswatini.svg.png,https://ja.wikipedia.org/wiki/エスワティニ,",○○○王国（○○○おうこく、スワジ語: Umbuso weSwatini、英: Kingdom of Eswatini）、通称○○○は、アフリカ大陸南部に位置する絶対君主制国家[3]。首都はムババーネである[3]。\n,イギリス連邦加盟国の一つで、周囲を南アフリカ共和国とモザンビークに囲まれた内陸国[4]。かつてはスワジランドと呼ばれていた。\n,",,,,,,,,,,,,,,,,,,,,,
エチオピア,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Flag_of_Ethiopia.svg/150px-Flag_of_Ethiopia.svg.png,https://ja.wikipedia.org/wiki/エチオピア,",○○○連邦民主共和国[6]（○○○れんぽうみんしゅきょうわこく）、通称○○○[7]は、東アフリカの[8]アフリカの角地域に位置する[9]連邦共和制の[6]内陸国である[10]。首都はアディスアベバ[6]。\n,陸上の国境を接する国は、北が1993年に分離独立したエリトリア[11]、東がソマリア、北東がジブチ、北西がスーダン、西が南スーダン、南がケニアである[8]。アフリカ分割においてヨーロッパ諸国に植民地化されなかった[12]○○○帝国の系譜を継ぐため[7]、アフリカ最古の国と呼ばれることがある[7][8][10]。\n,",,,,,,,,,,,,,,,,,,,,,
エリトリア,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Flag_of_Eritrea.svg/150px-Flag_of_Eritrea.svg.png,https://ja.wikipedia.org/wiki/エリトリア,",'○○○国（○○○こく、英語：State of Eritrea）[3]、通称○○○（ティグリニャ語: ኤርትራ Ertra, アラビア語: إرتريا\u200e Iritriyya）は、アフリカの角と呼ばれるアフリカ大陸北東部に位置する国家。首都はアスマラ[3][4]。\n','2023年時点でアフリカの中では2番目に若い独立国であり[5]、東アフリカと北アフリカ諸国の一つに位置づけられる。西にスーダン、南にエチオピア、南東部にジブチと国境を接する。北は紅海に面し、1,350キロメートル以上にも及ぶ長い海岸線を持ち、領海内にはダフラク諸島など約350の小島が点在する[6]。対岸側にはサウジアラビアとイエメンがある。\n',",,,,,,,,,,,,,,,,,,,,,
エルサルバドル,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_El_Salvador.svg/141px-Flag_of_El_Salvador.svg.png,https://ja.wikipedia.org/wiki/エルサルバドル,",○○○共和国（○○○きょうわこく、スペイン語: República de El Salvador）、通称○○○は、中央アメリカ中部に位置する、ラテンアメリカの共和制国家である。北西にグアテマラ、北と東にホンジュラスと国境を接しており、南と西は太平洋に面している[5]。中央アメリカ5か国のうち唯一、カリブ海に面していない[5]。首都はサンサルバドル[1]。\n,カリブ海の島国を除く米州大陸部全体で最小の国家であるが、歴史的に国土の開発が進んでいたこともあり、人口密度では米州最高である。\n,",,,,,,,,,,,,,,,,,,,,,
オーストラリア,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Flag_of_Australia.svg/150px-Flag_of_Australia.svg.png,https://ja.wikipedia.org/wiki/オーストラリア,",○○○連邦（○○○れんぽう、英: Commonwealth of Australia）[3]、通称○○○（英: Australia）[4][5] は、オセアニアに位置し、○○○大陸本土、タスマニア島及び多数の小島から成る連邦立憲君主制国家。首都はキャンベラ。\n,近隣諸国としては、北にパプアニューギニア・インドネシア・東ティモール、北東にソロモン諸島・バヌアツ、東はトンガ・ニューカレドニア・フィジー、南東2000キロメートル先にニュージーランドがある。\n,",,,,,,,,,,,,,,,,,,,,,
オーストリア,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Flag_of_Austria.svg/130px-Flag_of_Austria.svg.png,https://ja.wikipedia.org/wiki/オーストリア,",○○○共和国（○○○きょうわこく、ドイツ語: Republik Österreich、バイエルン・○○○語: Republik Östareich）、通称○○○は、中央ヨーロッパに位置する連邦共和制国家。首都はウィーン。\n,西側はリヒテンシュタイン、スイスと、南はイタリアとスロベニア、東はハンガリーとスロバキア、北はドイツとチェコと隣接する。基本的には中欧とされるが、歴史的には西欧や東欧に分類されたことがある。\n,",,,,,,,,,,,,,,,,,,,,,
